client_id,client_type,first_name,last_name,date_of_birth,gender,country,region,acquisition_purpose,satisfaction_score,loan_applied,referral_channel
C1249,Individual,Janet,James,12-14-1970,F,USA,California,Investment,1,No,Website
C1250,Individual,Jordan,Stewart,12-19-1949,M,USA,Nevada,Home,5,No,Agency
C1251,Individual,Aaron,Thompson,01-11-1975,M,USA,Texas,Investment,5,No,Website
C1252,Individual,Margaret,Cook,12-27-1961,F,USA,Arizona,Home,3,Yes,Website
C1253,Individual,Jason,Flores,12-24-1990,M,USA,California,Home,2,No,Agency
C1254,Individual,Ethan,Freeman,04-04-1956,M,USA,California,Home,5,Yes,Agency
C1255,Individual,Mark,Patterson,12-15-1998,M,USA,California,Home,3,No,Agency
C1256,Company,Triton,Co,12-18-1971,F,USA,California,Investment,4,No,Agency
C1257,Individual,Michael,Scott,12-22-1990,M,USA,California,Home,5,Yes,Agency
C1258,Individual,Betty,Stone,12-22-1968,F,USA,Nevada,Home,1,No,Website
C1259,Individual,William,Edwards,12-19-1970,M,USA,California,Investment,3,Yes,Agency
C1260,Individual,Elizabeth,Ward,12-24-1991,F,USA,California,Home,2,No,Agency
C1261,Individual,Patrick,Kim,03-09-1976,M,USA,Utah,Home,3,No,Client
C1262,Individual,Dorothy,Evans,10-11-1950,F,USA,California,Investment,4,No,Agency
C1263,Individual,Lawrence,Alexander,12-17-1950,M,USA,California,Investment,3,No,Agency
C1264,Individual,Sarah,Garcia,06-12-1999,F,USA,California,Investment,1,No,Agency
C1265,Individual,Gary,White,12-24-1942,M,USA,Washington,Home,1,Yes,Agency
C1266,Individual,Christopher,Hughes,12-20-1951,M,UK,England,Home,2,No,Website
C1267,Individual,Dorothy,Peterson,07-04-1965,F,USA,Colorado,Home,3,Yes,Website
C1268,Individual,Gloria,Green,01-10-1995,F,UK,Northern Ireland,Investment,1,Yes,Website
C1269,Individual,Jack,Bennett,12-28-1963,M,USA,California,Home,5,No,Website
C1270,Individual,Cheryl,Ward,12-18-1977,F,USA,Texas,Home,4,No,Agency
C1271,Individual,Noah,Anderson,10-09-1992,M,USA,California,Home,2,Yes,Agency
C1272,Individual,Ryan,Collins,12-13-1940,M,France,Occitanie,Home,1,Yes,Website
C1273,Individual,Gerald,Jordan,12-13-1967,M,Canada,Alberta,Home,5,No,Website
C1274,Individual,Linda,Jones,09-07-1979,F,USA,California,Investment,1,Yes,Website
C1275,Individual,Jessica,Roberts,12-26-1968,F,USA,Georgia,Investment,1,No,Website
C1276,Individual,Arthur,Griffin,09-03-1940,M,Australia,Victoria,Home,1,Yes,Agency
C1277,Individual,Lauren,Griffin,01-04-1981,F,USA,California,Investment,2,No,Agency
C1278,Individual,Arthur,Griffin,12-25-1996,M,USA,Utah,Home,4,No,Website
C1279,Individual,Peter,Martin,12-10-1943,M,USA,California,Home,4,Yes,Website
C1280,Individual,Jacob,Bennett,12-19-1952,M,USA,Texas,Home,2,Yes,Website
C1281,Individual,Deborah,Edwards,12-06-1998,F,Canada,Manitoba,Investment,2,Yes,Website
C1282,Individual,Ashley,Taylor,12-18-1995,F,USA,Colorado,Investment,3,Yes,Agency
C1283,Individual,Janice,Collins,08-11-1945,F,USA,New York,Home,3,No,Agency
C1284,Individual,Patrick,Bennett,12-16-1954,M,USA,California,Home,2,No,Website
C1285,Individual,Steven,Cox,02-03-1954,M,USA,Utah,Home,4,Yes,Website
C1286,Individual,Stephen,Evans,10-07-1963,M,USA,California,Home,5,No,Agency
C1287,Individual,Diane,Hughes,07-04-1998,F,USA,California,Investment,4,No,Website
C1288,Individual,Sean,Cooper,12-20-1940,M,Belgium,Wallonia,Home,3,No,Agency
C1289,Individual,Samuel,Freeman,12-26-1972,M,Mexico,Jalisco,Investment,1,Yes,Agency
C1290,Individual,Teresa,Long,12-24-1972,F,USA,Washington,Home,3,Yes,Website
C1291,Individual,Paul,Johnson,09-11-1983,M,USA,California,Investment,5,Yes,Website
C1292,Individual,Jordan,Evans,12-22-1976,M,USA,Texas,Investment,5,Yes,Website
C1293,Individual,Anna,Wright,01-08-1972,F,USA,California,Home,1,No,Agency
C1294,Individual,Henry,Davis,09-02-1963,M,Canada,Ontario,Investment,3,Yes,Agency
C1295,Individual,Anna,Bryant,12-21-1991,F,USA,California,Investment,1,Yes,Website
C1296,Individual,Keith,Hughes,02-06-1963,M,USA,Virginia,Home,1,No,Website
C1297,Company,Vertex,Co,06-09-1983,M,Germany,Berlin,Home,5,No,Website
C1298,Individual,Margaret,Taylor,04-08-1968,F,USA,California,Home,2,No,Agency
C1299,Individual,Karen,James,05-05-1944,F,USA,California,Investment,3,No,Website
C1300,Individual,Judith,Collins,06-01-1961,F,USA,California,Home,2,No,Website
C1301,Individual,Benjamin,Hayes,12-17-1954,M,USA,Virginia,Home,2,No,Agency
C1302,Individual,Jerry,Anderson,12-19-1995,M,USA,Arizona,Investment,5,No,Website
C1303,Individual,Christian,Miller,12-22-1961,M,USA,Arizona,Home,3,Yes,Website
C1304,Individual,Angela,Cook,08-06-1985,F,USA,California,Investment,1,No,Website
C1305,Individual,Catherine,Anderson,12-17-1977,F,USA,Georgia,Home,4,No,Website
C1306,Individual,Kathleen,Morales,12-18-1947,F,USA,Washington,Home,5,No,Website
C1307,Individual,Rachel,Rogers,12-14-1992,F,USA,Colorado,Home,5,No,Agency
C1308,Individual,Timothy,Sanders,04-03-2000,M,USA,California,Investment,5,No,Agency
C1309,Individual,David,Reyes,06-12-1999,M,USA,California,Home,5,No,Website
C1310,Individual,Ann,Roberts,04-05-1955,F,USA,New York,Home,5,No,Agency
C1311,Individual,Christopher,Ward,12-14-1939,M,UK,England,Home,4,Yes,Client
C1312,Individual,Timothy,Stone,03-09-1942,M,USA,New York,Home,5,No,Website
C1313,Individual,Heather,Reed,12-17-1971,F,Australia,Western Australia,Investment,3,No,Website
C1314,Individual,Rachel,Miller,12-17-1963,F,USA,Arizona,Home,3,No,Website
C1315,Individual,Joshua,Garcia,12-24-1947,M,USA,Colorado,Home,3,No,Agency
C1316,Individual,Emma,King,09-05-1993,F,USA,Colorado,Home,2,Yes,Website
C1317,Company,Atlas,Co,12-27-1972,M,USA,Utah,Home,2,Yes,Website
C1318,Individual,William,Montgomery,12-18-1942,M,USA,Texas,Home,1,No,Website
C1319,Individual,Grace,James,12-17-1953,F,USA,Florida,Home,3,Yes,Client
C1320,Individual,Peter,Reyes,03-05-1969,M,USA,California,Investment,1,No,Website
C1321,Individual,Christopher,Reed,11-09-1990,M,USA,Colorado,Investment,5,No,Client
C1322,Individual,Barbara,Reyes,12-26-1993,F,USA,California,Home,5,No,Agency
C1323,Individual,Nicholas,Moore,12-28-1962,M,USA,Utah,Home,3,No,Website
C1324,Individual,Carl,Edwards,12-21-1991,M,USA,Arizona,Investment,2,Yes,Agency
C1325,Individual,George,Jones,09-12-1974,M,Canada,Alberta,Home,5,Yes,Agency
C1326,Individual,Brandon,Mitchell,12-22-1943,M,USA,Colorado,Investment,4,No,Website
C1327,Individual,Betty,Carter,12-14-1992,F,USA,California,Home,4,Yes,Website
C1328,Individual,Sandra,Cooper,12-23-1955,F,USA,Washington,Home,4,No,Website
C1329,Individual,Scott,Parker,12-28-1967,M,USA,California,Investment,3,Yes,Agency
C1330,Individual,Kelly,James,02-05-1975,F,USA,Colorado,Investment,2,No,Agency
C1331,Individual,Christina,Bennett,06-10-1986,F,USA,California,Investment,1,No,Agency
C1332,Individual,Michael,Howard,11-12-1995,M,USA,Washington,Investment,5,Yes,Agency
C1333,Individual,Jack,Hansen,12-27-1987,M,USA,Nevada,Investment,2,Yes,Website
C1334,Individual,Victoria,Nelson,08-12-1965,F,USA,California,Home,5,Yes,Agency
C1335,Individual,Elizabeth,Hall,01-05-1982,F,USA,Oregon,Investment,2,Yes,Website
C1336,Individual,Joyce,Thompson,09-12-1948,F,USA,California,Home,5,No,Client
C1337,Individual,Jennifer,Johnson,12-20-1952,F,USA,California,Investment,5,No,Website
C1338,Individual,Christine,James,01-12-1968,F,USA,California,Home,2,Yes,Website
C1339,Company,Rexon,Co,12-24-1960,M,USA,Nevada,Home,4,Yes,Website
C1340,Company,Forsyte,Co,05-12-1988,M,USA,Colorado,Home,5,No,Website
C1341,Individual,Julie,Cox,12-23-1951,F,USA,Colorado,Home,5,Yes,Website
C1342,Individual,Maria,Griffin,12-21-1963,F,USA,California,Home,1,Yes,Agency
C1343,Individual,Megan,Turner,12-13-1994,F,Canada,Ontario,Home,5,No,Agency
C1344,Individual,Carl,Phillips,12-24-1973,M,USA,Florida,Home,1,No,Agency
C1345,Individual,Mary,Parker,12-25-1955,F,USA,Texas,Home,5,No,Website
C1346,Company,Triton,Co,12-18-1986,F,USA,Colorado,Investment,4,No,Agency
C1347,Individual,Mark,James,12-13-1955,M,USA,Washington,Home,2,No,Client
C1348,Individual,Peter,Harris,12-16-1997,M,USA,Oregon,Home,4,Yes,Client
C1349,Individual,Joyce,Johnson,12-14-1981,F,USA,Virginia,Investment,3,No,Website
C1350,Individual,Julia,King,12-17-1990,F,Germany,Hamburg,Home,5,No,Website
C1351,Individual,Judith,Long,12-24-1986,F,Australia,South Australia,Home,2,No,Client
C1352,Individual,Benjamin,Gray,12-16-1988,M,USA,California,Home,2,Yes,Agency
C1353,Individual,Debra,Jackson,12-15-1996,F,Canada,Alberta,Home,1,No,Agency
C1354,Individual,Patrick,Johnson,09-04-1941,M,USA,Florida,Home,5,No,Website
C1355,Individual,Shirley,Owens,12-22-1965,F,USA,California,Investment,2,Yes,Client
C1356,Individual,Jonathan,Morales,12-26-1993,M,USA,Oregon,Investment,4,No,Agency
C1357,Individual,Danielle,Patterson,01-03-1987,F,USA,California,Home,5,Yes,Website
C1358,Individual,Gregory,Taylor,05-01-1943,M,USA,Texas,Home,4,No,Agency
C1359,Individual,Gary,Owens,12-25-1974,M,USA,Virginia,Home,3,No,Agency
C1360,Individual,Billy,Nelson,12-27-1989,M,USA,Virginia,Home,4,No,Agency
C1361,Individual,Ashley,Owens,12-21-1942,F,USA,California,Home,3,No,Client
C1362,Individual,Laura,Jordan,12-13-1964,F,USA,California,Investment,1,Yes,Agency
C1363,Individual,James,Stone,04-06-1981,M,USA,Georgia,Home,5,Yes,Agency
C1364,Individual,Andrea,Watson,12-23-1997,F,USA,California,Investment,1,No,Website
C1365,Individual,Tiffany,Sanders,12-16-1968,F,Belgium,Brussels,Investment,5,Yes,Website
C1366,Individual,George,Thompson,12-27-1994,M,USA,California,Home,1,No,Website
C1367,Individual,Stephanie,Jordan,11-01-1953,F,Germany,Berlin,Home,2,No,Client
C1368,Individual,Jose,Gray,12-22-1946,M,USA,California,Home,5,Yes,Client
C1369,Individual,Peter,Garcia,07-10-1983,M,France,Brittany,Home,4,Yes,Agency
C1370,Individual,Frank,Evans,04-06-1965,M,USA,Colorado,Investment,1,No,Agency
C1371,Individual,Timothy,Thomas,12-19-1988,M,UK,England,Home,2,Yes,Website
C1372,Individual,Lisa,Turner,12-21-1980,F,USA,Washington,Investment,2,No,Website
C1373,Individual,Melissa,Evans,11-10-1992,F,USA,California,Home,3,Yes,Website
C1374,Company,Quasar,Co,12-25-1989,M,France,Ile-de-France,Home,3,Yes,Agency
C1375,Individual,Carolyn,Flores,12-22-1971,F,USA,California,Investment,4,Yes,Agency
C1376,Individual,Carolyn,Edwards,12-23-1986,F,USA,Arizona,Investment,3,Yes,Agency
C1377,Individual,Laura,Long,04-01-1984,F,USA,Utah,Investment,2,No,Website
C1378,Individual,Maria,Morales,12-19-1975,F,USA,California,Investment,1,No,Website
C1379,Individual,Kevin,Gray,11-06-1970,M,UK,Scotland,Home,2,No,Website
C1380,Individual,Michael,Hughes,12-15-1948,M,Canada,Alberta,Investment,4,No,Website
C1381,Individual,Eric,Cox,12-16-1961,M,Germany,Hesse,Home,3,Yes,Website
C1382,Individual,Adam,James,12-19-1950,M,USA,Oregon,Home,2,No,Website
C1383,Individual,Noah,Moore,11-11-1992,M,USA,California,Home,2,No,Agency
C1384,Individual,Mary,Young,10-03-1988,F,USA,California,Home,2,Yes,Agency
C1385,Individual,Kenneth,Owens,01-06-1946,M,USA,California,Home,1,No,Agency
C1386,Individual,Harold,Howard,12-23-1946,M,USA,Washington,Home,4,Yes,Website
C1387,Individual,Jose,Reed,12-27-1942,M,Germany,Hamburg,Investment,4,No,Website
C1388,Individual,Hannah,Stone,12-20-1998,F,USA,Washington,Home,3,No,Website
C1389,Individual,Jordan,Montgomery,03-07-1952,M,UK,Scotland,Home,2,No,Website
C1390,Individual,Lauren,Thomas,12-21-1978,F,USA,Nevada,Home,3,No,Website
C1391,Individual,Barbara,Campbell,06-03-1974,F,USA,Utah,Home,1,No,Website
C1392,Individual,Jose,Johnson,05-06-1990,M,USA,Colorado,Home,4,Yes,Agency
C1393,Individual,Virginia,Miller,09-07-1981,F,Mexico,Baja California,Investment,1,No,Agency
C1394,Individual,Debra,Hansen,12-26-1976,F,USA,Nevada,Home,4,No,Website
C1395,Individual,Megan,Campbell,12-27-1987,F,Canada,Alberta,Investment,4,No,Website
C1396,Individual,Steven,Foster,02-06-1971,M,Canada,Manitoba,Investment,3,Yes,Website
C1397,Individual,Linda,Chavez,10-03-1983,F,USA,Nevada,Home,4,No,Website
C1398,Individual,Alexander,Jones,12-13-1965,M,USA,California,Home,5,Yes,Website
C1399,Individual,Lauren,Evans,12-23-1977,F,Canada,British Columbia,Home,5,No,Agency
C1400,Individual,Maria,Jones,12-24-1990,F,UK,Northern Ireland,Home,4,No,Client
C1401,Individual,Virginia,Brooks,12-24-1998,F,USA,Virginia,Investment,1,No,Website
C1402,Individual,Helen,Jordan,12-28-1967,F,USA,Utah,Home,3,No,Agency
C1403,Individual,Pamela,Scott,12-22-1982,F,USA,Oregon,Home,2,No,Website
C1404,Individual,Sharon,Williams,12-22-1949,F,USA,California,Home,4,No,Agency
C1405,Individual,Ryan,Williams,08-06-1955,M,USA,Oregon,Home,5,No,Agency
C1406,Individual,Sara,Wood,01-09-1970,F,USA,California,Home,3,No,Website
C1407,Individual,Sharon,Hansen,12-22-1955,F,USA,California,Home,1,No,Agency
C1408,Company,Grandis,Co,12-13-1962,F,USA,California,Home,2,No,Agency
C1409,Individual,Katherine,Price,01-08-1957,F,USA,Oregon,Investment,2,No,Website
C1410,Individual,Jennifer,Edwards,12-16-1964,F,USA,Nevada,Home,2,No,Agency
C1411,Individual,Anthony,Watson,04-04-1987,M,USA,California,Home,2,No,Client
C1412,Company,Optima,Co,12-28-1984,F,USA,Nevada,Home,2,No,Agency
C1413,Individual,Margaret,Rogers,12-18-1967,F,USA,California,Home,4,No,Agency
C1414,Individual,Michelle,Wright,01-05-1975,F,USA,Florida,Home,4,No,Website
C1415,Individual,Tyler,Murray,12-14-1958,M,USA,California,Investment,1,No,Website
C1416,Individual,Bryan,Peterson,01-07-1954,M,USA,Oregon,Home,2,No,Agency
C1417,Individual,Dennis,Williams,12-26-1952,M,UK,Scotland,Home,5,No,Website
C1418,Individual,Kyle,Cox,06-04-1954,M,USA,Ohio,Investment,2,No,Website
C1419,Individual,Jason,Peterson,08-08-1971,M,Germany,Hamburg,Investment,4,Yes,Website
C1420,Company,Terova,Co,12-20-1980,M,UK,Wales,Home,5,No,Website
C1421,Individual,James,Jones,12-14-1956,M,USA,Colorado,Home,1,No,Website
C1422,Individual,Billy,Hansen,12-15-1954,M,USA,Florida,Investment,1,Yes,Website
C1423,Individual,Jack,Brooks,12-21-1954,M,UK,Northern Ireland,Home,4,Yes,Website
C1424,Individual,Judy,Harris,12-03-1954,F,USA,Utah,Home,2,Yes,Agency
C1425,Individual,Raymond,Taylor,12-16-1970,M,Belgium,Flanders,Home,3,No,Website
C1426,Individual,Christina,Campbell,12-20-1963,F,USA,Washington,Home,2,No,Website
C1427,Individual,Julia,Richardson,10-05-1955,F,Australia,Victoria,Home,5,No,Website
C1428,Individual,Nicole,Allen,05-12-1953,F,USA,Oregon,Home,4,Yes,Agency
C1429,Individual,Jesse,Stewart,01-10-1991,M,USA,Nevada,Investment,5,No,Agency
C1430,Individual,Patrick,Allen,11-09-1963,M,USA,Nevada,Home,4,No,Website
C1431,Individual,Melissa,Griffin,01-07-1943,F,Germany,Hesse,Home,3,Yes,Website
C1432,Individual,Larry,Weaver,12-26-1950,M,USA,Utah,Home,3,No,Agency
C1433,Individual,Christian,Mitchell,12-04-1953,M,Germany,Hamburg,Home,4,No,Website
C1434,Company,Terova,Co,12-25-1984,F,USA,California,Investment,5,No,Agency
C1435,Individual,Zachary,Morales,08-04-1967,M,USA,Texas,Investment,2,No,Agency
C1436,Individual,Kyle,Wright,09-10-1998,M,USA,California,Home,2,No,Website
C1437,Individual,Gerald,Stewart,08-04-1997,M,USA,Arizona,Investment,5,No,Agency
C1438,Individual,Benjamin,Taylor,04-08-1988,M,USA,California,Home,2,Yes,Agency
C1439,Individual,Helen,Morales,12-14-1999,F,USA,Virginia,Home,2,No,Agency
C1440,Individual,Mary,Phillips,12-20-1951,F,USA,Colorado,Investment,2,No,Agency
C1441,Individual,Helen,Campbell,08-09-1945,F,USA,California,Investment,5,No,Website
C1442,Individual,Timothy,Foster,12-17-1999,M,USA,Colorado,Home,2,Yes,Client
C1443,Individual,Betty,Hughes,12-22-1978,F,USA,Florida,Home,2,No,Website
C1444,Individual,Frank,Alexander,12-25-1980,M,USA,Colorado,Home,3,No,Website
C1445,Individual,Gregory,Hall,12-26-1987,M,USA,Florida,Home,5,No,Website
C1446,Individual,Amber,Gray,09-12-1951,F,USA,Ohio,Home,4,No,Website
C1447,Individual,Janet,Rogers,12-14-1971,F,USA,Nevada,Investment,4,Yes,Client
C1448,Individual,Henry,Ward,12-15-1958,M,Russia,Tatarstan,Home,1,No,Website
C1449,Individual,Nicole,Cox,12-14-1998,F,USA,California,Investment,5,No,Website
C1450,Individual,Pamela,White,06-04-1996,F,USA,Virginia,Home,5,No,Website
C1451,Individual,Hannah,Turner,12-19-1982,F,USA,California,Home,1,No,Website
C1452,Individual,Kelly,Edwards,05-08-1993,F,Belgium,Wallonia,Home,3,No,Client
C1453,Individual,Kenneth,Stone,07-10-1981,M,USA,California,Home,2,No,Agency
C1454,Individual,Ann,Kim,12-23-1947,F,USA,California,Investment,1,No,Client
C1455,Individual,Christina,Nelson,12-15-1988,F,USA,Colorado,Home,3,Yes,Agency
C1456,Company,Quasar,Co,12-26-1991,F,USA,Oregon,Investment,1,Yes,Website
C1457,Individual,Julie,Foster,12-27-1948,F,USA,California,Home,3,Yes,Agency
C1458,Individual,Keith,Reed,12-16-1949,M,USA,Arizona,Home,1,No,Website
C1459,Individual,Terry,Hall,12-28-1948,M,USA,Arizona,Home,5,No,Website
C1460,Individual,Pamela,Long,05-12-1972,F,UK,England,Home,1,Yes,Agency
C1461,Individual,Gloria,Reyes,12-13-1943,F,USA,California,Home,5,No,Website
C1462,Individual,Virginia,Allen,12-19-1983,F,Germany,Hamburg,Investment,3,No,Agency
C1463,Individual,Lawrence,Ward,12-28-1942,M,USA,California,Home,2,Yes,Website
C1464,Individual,Terry,Weaver,12-25-1939,M,USA,Arizona,Home,1,No,Website
C1465,Individual,Edward,Stewart,09-07-1990,M,USA,Ohio,Home,3,Yes,Website
C1466,Individual,Ashley,Howard,12-28-1998,F,Belgium,Flanders,Investment,2,No,Website
C1467,Individual,Rebecca,Adams,12-19-1950,F,USA,California,Home,5,No,Client
C1468,Individual,Jason,Martin,12-24-1939,M,Canada,Manitoba,Home,3,No,Website
C1469,Individual,Keith,Richardson,12-17-1969,M,USA,Colorado,Home,1,No,Website
C1470,Individual,Alexander,Richardson,12-27-1939,M,USA,Colorado,Investment,3,Yes,Agency
C1471,Individual,Judith,Williams,12-24-1939,F,UK,Northern Ireland,Home,1,Yes,Website
C1472,Individual,Paul,Flores,12-23-1990,M,USA,Washington,Home,1,No,Website
C1473,Individual,Maria,Freeman,12-14-1973,F,USA,California,Home,2,No,Agency
C1474,Individual,Kevin,Brown,10-04-1969,M,USA,Oregon,Home,3,No,Website
C1475,Individual,Raymond,Brown,02-08-1944,M,Mexico,Jalisco,Home,4,Yes,Agency
C1476,Individual,Kevin,Jackson,08-06-2000,M,USA,Nevada,Home,1,No,Agency
C1477,Company,Zynex,Co,10-04-1968,F,USA,California,Investment,1,No,Agency
C1478,Individual,Emily,Reed,12-09-1958,F,Canada,British Columbia,Investment,1,No,Agency
C1479,Individual,Paul,Carter,12-26-1967,M,USA,California,Investment,1,No,Website
C1480,Individual,Danielle,White,09-04-1985,F,USA,Virginia,Investment,3,No,Client
C1481,Company,Caldera,Co,04-12-1984,F,USA,Arizona,Investment,3,No,Website
C1482,Individual,Kimberly,Murray,12-24-1952,F,USA,Oregon,Home,2,Yes,Website
C1483,Individual,Gary,Hall,01-06-1975,M,USA,Colorado,Home,3,Yes,Agency
C1484,Individual,Christina,Nelson,09-10-1971,F,USA,Colorado,Home,3,No,Client
C1485,Individual,Rachel,Scott,12-26-1983,F,USA,Washington,Investment,4,No,Website
C1486,Individual,Madison,Campbell,12-14-1995,F,UK,Wales,Home,5,Yes,Website
C1487,Individual,Sandra,Martin,10-12-1965,F,USA,New York,Home,3,No,Agency
C1488,Individual,Keith,Scott,07-09-1975,M,USA,Florida,Investment,2,No,Website
C1489,Individual,Gloria,Montgomery,12-19-1950,F,USA,Arizona,Home,5,No,Agency
C1490,Individual,Dennis,Hall,06-11-1994,M,UK,Wales,Investment,5,Yes,Client
C1491,Individual,Rebecca,Evans,10-07-1997,F,USA,Georgia,Home,4,No,Agency
C1492,Individual,Mary,Taylor,12-18-1983,F,Germany,Bavaria,Home,2,No,Agency
C1493,Individual,Thomas,Bennett,12-16-1991,M,USA,Washington,Home,4,Yes,Agency
C1494,Individual,Nicholas,Cooper,09-04-1996,M,USA,New York,Home,1,No,Client
C1495,Individual,Jason,Hughes,09-11-1991,M,Denmark,Capital Region,Home,1,No,Website
C1496,Individual,Bryan,Patterson,12-15-1985,M,USA,Florida,Home,5,No,Agency
C1497,Individual,Samuel,Parker,12-13-1939,M,USA,California,Investment,4,No,Agency
C1498,Individual,Nicole,Carter,03-02-1967,F,Mexico,Puebla,Investment,5,No,Website
C1499,Individual,Lauren,Gray,04-11-1997,F,Russia,Saint Petersburg,Home,3,Yes,Agency
C1500,Individual,Shirley,Ward,04-01-1995,F,Australia,Victoria,Home,2,No,Agency
C1501,Individual,Brenda,White,12-16-1950,F,USA,Oregon,Investment,4,No,Agency
C1502,Individual,Elizabeth,Weaver,12-27-1993,F,UK,Wales,Home,5,Yes,Website
C1503,Company,Triton,Co,12-21-1985,M,USA,Arizona,Investment,5,No,Website
C1504,Individual,Patrick,Hughes,12-19-1945,M,USA,California,Home,4,No,Website
C1505,Individual,William,Cook,12-14-1993,M,USA,Virginia,Home,3,No,Agency
C1506,Individual,Larry,Price,11-01-1950,M,USA,Utah,Investment,3,No,Website
C1507,Individual,Joyce,Cooper,12-28-1950,F,USA,Florida,Home,3,No,Agency
C1508,Individual,Benjamin,Morris,03-12-1994,M,UK,Scotland,Home,3,No,Agency
C1509,Individual,Rebecca,Campbell,12-16-1945,F,USA,California,Home,3,No,Website
C1510,Company,Altira,Co,01-12-1962,M,USA,California,Home,5,No,Agency
C1511,Individual,Ann,Hansen,12-20-1988,F,France,Provence,Home,2,Yes,Website
C1512,Individual,Anna,Young,12-18-1954,F,USA,Nevada,Home,4,Yes,Client
C1513,Individual,Danielle,Morales,08-06-1995,F,USA,Florida,Home,2,No,Website
C1514,Individual,Linda,Bryant,08-12-1986,F,USA,New York,Home,4,No,Website
C1515,Individual,Angela,Williams,12-16-1945,F,USA,Nevada,Investment,5,No,Website
C1516,Individual,Grace,Wood,12-23-1952,F,USA,Texas,Home,4,No,Website
C1517,Individual,Benjamin,Chavez,12-23-1977,M,USA,California,Investment,2,No,Agency
C1518,Individual,Teresa,Rogers,08-10-1994,F,Australia,Victoria,Home,5,Yes,Agency
C1519,Individual,Kyle,Freeman,12-19-1971,M,USA,California,Home,1,No,Agency
C1520,Individual,Patrick,Griffin,05-12-1945,M,USA,Utah,Home,1,No,Website
C1521,Individual,Bryan,Foster,12-25-1972,M,USA,Nevada,Home,4,No,Agency
C1522,Individual,Debra,Mitchell,12-14-1963,F,USA,Washington,Home,5,No,Website
C1523,Company,Horizon,Co,12-22-1980,M,Australia,Victoria,Investment,3,No,Website
C1524,Individual,Jordan,Wilson,12-24-1966,M,USA,Virginia,Home,2,No,Client
C1525,Individual,Timothy,Brown,12-24-1958,M,USA,California,Home,1,No,Agency
C1526,Individual,Victoria,Howard,05-08-1956,F,USA,California,Home,3,No,Website
C1527,Individual,Martha,Thomas,12-13-1988,F,USA,California,Home,1,No,Agency
C1528,Individual,Jennifer,Weaver,02-09-1997,F,Germany,Hamburg,Home,1,Yes,Website
C1529,Company,Helios,Co,12-19-1988,M,USA,California,Home,4,No,Website
C1530,Individual,Sarah,Wright,12-20-1987,F,USA,California,Home,2,No,Website
C1531,Individual,Bryan,Cox,12-15-1963,M,France,Brittany,Investment,2,No,Website
C1532,Individual,Linda,Freeman,12-26-1997,F,USA,Texas,Home,3,Yes,Website
C1533,Individual,Anthony,Bryant,05-10-1988,M,Canada,British Columbia,Home,4,No,Agency
C1534,Individual,Sandra,Pierce,08-06-1996,F,USA,California,Home,4,Yes,Website
C1535,Individual,Jeremy,Stone,03-09-1994,M,UK,England,Investment,3,No,Agency
C1536,Individual,Sara,Baker,05-06-1982,F,USA,Washington,Home,3,No,Website
C1537,Individual,Lisa,Foster,04-08-1999,F,USA,Arizona,Home,5,No,Website
C1538,Individual,Jessica,Kim,07-01-1947,F,USA,California,Investment,5,No,Website
C1539,Individual,Terry,Brown,12-13-1996,M,USA,Nevada,Home,1,No,Agency
C1540,Individual,Roger,Cox,02-12-1957,M,USA,California,Home,2,Yes,Client
C1541,Individual,Carl,Adams,12-20-1963,M,USA,California,Home,2,No,Website
C1542,Individual,Gary,Cook,12-27-1988,M,USA,Nevada,Home,1,Yes,Website
C1543,Individual,Virginia,Peterson,10-11-1955,F,USA,New York,Investment,3,No,Agency
C1544,Individual,Heather,Evans,12-27-1946,F,Russia,Tatarstan,Home,3,No,Website
C1545,Individual,Elizabeth,Price,12-23-1991,F,USA,California,Investment,1,Yes,Website
C1546,Individual,Sarah,Scott,06-06-1966,F,Mexico,Puebla,Home,4,Yes,Agency
C1547,Individual,Margaret,Martin,03-04-1975,F,USA,Florida,Home,2,Yes,Agency
C1548,Company,Telnox,Co,12-26-1966,M,USA,California,Home,2,Yes,Website
C1549,Individual,Gary,Reyes,12-15-1960,M,Mexico,Nuevo Leon,Home,4,No,Client
C1550,Individual,Jason,Rogers,01-10-1998,M,USA,California,Home,2,No,Agency
C1551,Individual,Aaron,Howard,12-17-1990,M,USA,California,Home,2,No,Agency
C1552,Individual,Peter,Wilson,12-20-1946,M,USA,California,Investment,2,Yes,Agency
C1553,Company,Horizon,Co,12-27-1989,M,USA,Utah,Home,4,No,Agency
C1554,Individual,Gregory,Cox,04-03-1998,M,Germany,Bavaria,Home,1,No,Website
C1555,Individual,Julia,Martin,12-25-1945,F,UK,England,Home,5,No,Website
C1556,Individual,Grace,Wood,12-20-1981,F,USA,Colorado,Investment,2,No,Agency
C1557,Individual,Joan,Griffin,12-15-1941,F,USA,New York,Home,2,Yes,Website
C1558,Individual,Tyler,Phillips,12-03-1944,M,Mexico,Baja California,Home,4,No,Website
C1559,Individual,Sara,Mitchell,12-27-1974,F,UK,England,Home,2,No,Website
C1560,Individual,Christina,Hughes,12-15-1939,F,USA,California,Home,4,Yes,Client
C1561,Individual,Jeffrey,Green,12-28-1963,M,Mexico,Nuevo Leon,Investment,5,No,Agency
C1562,Individual,Maria,Morris,05-07-1987,F,USA,California,Home,4,No,Client
